نمبر شمار,کتاب کا نام,درجہ / شعبہ,مضمون,قسم,مصنف / شارح,PDF لنک
1072,تسہیلات اردو شرح سبعہ معلقات,درجہ خامسہ,عربی ادب,اردو شرح,مولانا مشتاق احمد چرتھاولیؒ,https://archive.org/download/DarsENizamiDarjaKhamsa5thYear/TasheelatUrduSharhSabaulMuallaqat.pdf
1073,تصریحات اردو شرح سبعہ معلقات,درجہ خامسہ,عربی ادب,اردو شرح,مولانا مفتی اشرف علی قاسمیؒ,https://archive.org/download/DarsENizamiDarjaKhamsa5thYear/TasrihatUrduSharhSabaulMuallaqat.pdf
1074,تجلیات اردو شرح المختارات,درجہ خامسہ,عربی ادب,اردو شرح,مولانا تجمل حسین قاسمیؒ,https://archive.org/download/DarsENizamiDarjaKhamsa5thYear/TAJALLIYAT-URDU-SHARH-MUKHTARAT.pdf
1075,لمعات الذہب اردو شرح المختارات,درجہ خامسہ,عربی ادب,اردو شرح,مولانا عبد الرحیم قاسمیؒ,https://archive.org/download/DarsENizamiDarjaKhamsa5thYear/LamaatUzZahabUrduSharhAlMukhtarat.pdf
1076,انوارات اردو شرح المختارات,درجہ خامسہ,عربی ادب,اردو شرح,مولانا انوار الحق قاسمیؒ,https://archive.org/download/DarsENizamiDarjaKhamsa5thYear/AnwaraatUrduSharhAlMukhtarat.pdf
1077,حل شدہ پرچہ جات درجہ خامسہ (2019),درجہ خامسہ,امتحانات,حل شدہ پرچہ جات,وفاق المدارس العربیہ پاکستان,https://archive.org/download/DARSIBOOKS/HALL_SHUDA_PARCHAJAAT_KHAMISA_2019.pdf
1078,تفسیر جمالین شرح جلالین (جلد دوم),درجہ خامسہ,تفسیر,اردو شرح,مولانا محمد جمال بلند شہریؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEJamalainVol02.pdf
1079,تفسیر کمالین شرح جلالین (جلد دوم),درجہ خامسہ,تفسیر,اردو شرح,مولانا محمد سراج الدینؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEKamalainVol02.pdf
1080,مقبولین شرح جلالین (جلد اول),درجہ سادسہ,تفسیر,اردو شرح,مولانا مقبول احمد قاسمیؒ,https://archive.org/download/AlSadisah6thYear1/MAQBOOLAIN_SHARH_JALALAIN_VOL_01.pdf
1081,مقبولین شرح جلالین (جلد دوم),درجہ سادسہ,تفسیر,اردو شرح,مولانا مقبول احمد قاسمیؒ,https://archive.org/download/AlSadisah6thYear1/MAQBOOLAIN_SHARH_JALALAIN_VOL_02.pdf
1082,مقبولین شرح جلالین (جلد سوم),درجہ سادسہ,تفسیر,اردو شرح,مولانا مقبول احمد قاسمیؒ,https://archive.org/download/AlSadisah6thYear1/MAQBOOLAIN_SHARH_JALALAIN_VOL_03.pdf
1083,مقبولین شرح جلالین (جلد چہارم),درجہ سادسہ,تفسیر,اردو شرح,مولانا مقبول احمد قاسمیؒ,https://archive.org/download/AlSadisah6thYear1/MAQBOOLAIN_SHARH_JALALAIN_VOL_04.pdf
1084,مقبولین شرح جلالین (جلد پنجم),درجہ سادسہ,تفسیر,اردو شرح,مولانا مقبول احمد قاسمیؒ,https://archive.org/download/AlSadisah6thYear1/MAQBOOLAIN_SHARH_JALALAIN_VOL_05.pdf
1085,مقبولین شرح جلالین (جلد ششم),درجہ سادسہ,تفسیر,اردو شرح,مولانا مقبول احمد قاسمیؒ,https://archive.org/download/AlSadisah6thYear1/MAQBOOLAIN_SHARH_JALALAIN_VOL_06.pdf
1086,المفصل فی شرح الجلالین,درجہ خامسہ,تفسیر,اردو شرح,مولانا مفصل الحقؒ,https://archive.org/download/besturdubooks3/Al-Mufassal-Jalalain---www.besturdubooks.wordpress.com.pdf
1087,تسہیل الجلالین اردو شرح تفسیر جلالین (جلد اول),درجہ خامسہ,تفسیر,اردو شرح,مولانا عاشق الٰہی بلند شہریؒ,https://archive.org/download/darrs2/TASHEEL_UL_JALALAIN_VOL_01.pdf
1088,مسند ابی حنیفہؒ,درجہ خامسہ,حدیث,اصل کتاب,امام ابو حنیفہ نعمان بن ثابتؒ,https://archive.org/download/besturdubooks3/Musnad-Abi-Hanifa.pdf
1089,مسند الامام الاعظم (اردو ترجمہ),درجہ خامسہ,حدیث,اردو ترجمہ,امام ابو حنیفہ نعمان بن ثابتؒ,https://archive.org/download/DarjaAlSadisa6thYear/MusnadImamAzamUrdu.pdf
1090,شرح مسند الامام الاعظم (ملا علی قاریؒ),درجہ خامسہ,حدیث,عربی شرح,علامہ ملا علی القاریؒ,https://archive.org/download/SharhMusnadImamAzamMullaAliQari/Sharh-Musnad-Imam-Azam-Mulla-Ali-Qari.pdf
1091,درسِ مسند الامام الاعظم اردو شرح,درجہ خامسہ,حدیث,اردو شرح,مولانا مفتی عبد الرؤف سکھرویؒ,https://archive.org/download/DarjaAlSadisa6thYear/DARS-E-MUSNAD-E-IMAM-AZAM.pdf
1092,الطریق الاسلم اردو شرح مسند الامام الاعظم,درجہ خامسہ,حدیث,اردو شرح,مولانا محمد ظفر اقبالؒ,https://archive.org/download/attareequlaslsm/AT%20TAREEQ%20UL%20ASLAM%20URDU%20SHARAH%20MUSNAD%20E%20IMAM%20AAZAM%20BY%20MAOLANA%20MUHAMMED%20ZAFAR%20IQBAL.pdf
1093,خلاصۂ مسند الامام الاعظم اردو,درجہ خامسہ,حدیث,اردو خلاصہ,مولانا عبد الرحیم قاسمیؒ,https://archive.org/download/DarjaAlSadisa6thYear/KhulasaMusnadImamAzamUrdu.pdf
1094,ارشاد الانام شرح مسند الامام,درجہ خامسہ,حدیث,اردو شرح,مولانا ارشاد احمد قاسمیؒ,https://archive.org/download/Feb2022/IRSHAD_UL_ANAAM_SHARH_MUSNAD_UL_IMAM.pdf
1095,مسند الامام الاعظم (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ خامسہ,حدیث,اصل کتاب,امام ابو حنیفہ نعمان بن ثابتؒ,https://archive.org/download/AlSadisah6thYear1/MusnadUlImamIlAazamAlBushraColor.pdf
1096,تبیین الآثار شرح کتاب الآثار,درجہ خامسہ,حدیث,اردو شرح,مولانا مفتی شبیر احمد قاسمیؒ,https://archive.org/download/mufti-sm/TABEEN_UL_ASAAR_SHARH_KITAB_UL_ASAAR.pdf
1097,روضۃ الازہار شرح کتاب الآثار (جلد دوم),درجہ خامسہ,حدیث,اردو شرح,مولانا محمد انور شاہ قاسمیؒ,https://archive.org/download/oct_24/RAOZATUL_AZHAAR_SHARH_KITAB_UL_ASAAR_VOL_02.pdf
1098,مجموعۂ منتخب احادیث عالیہ,درجہ خامسہ,حدیث,احادیث مجموعہ,علمائے دار العلوم دیوبند,https://archive.org/download/jan_25/MAJMUA_MUNTAKHAB_AHADITH_AALIYA.pdf
1099,التعلیق الفصیح اردو شرح التوضیح والتلویح,درجہ خامسہ,اصول فقہ,اردو شرح,مولانا مفتی عبد الرؤف سکھرویؒ,https://archive.org/download/DarjaAlSadisa6thYear/AlTaleeqUlFaseehUrduSharhAlTaozeehWatTalweeh.pdf
1100,المسک الملیح اردو شرح التوضیح والتلویح,درجہ خامسہ,اصول فقہ,اردو شرح,مولانا مفتی عاشق الٰہی بلند شہریؒ,https://archive.org/download/DarjaAlSadisa6thYear/MiskulMaleehUrduSharhAlTaozeehWatTalweeh.pdf
1101,تنقیح التشریح اردو شرح التوضیح والتلویح,درجہ خامسہ,اصول فقہ,اردو شرح,مولانا مفتی اشرف علی قاسمیؒ,https://archive.org/download/DarjaAlSadisa6thYear/TanqeehUtTashreehUrduSharhAlTaozeehWatTalweeh.pdf
1102,الترویح اردو شرح التوضیح والتلویح,درجہ خامسہ,اصول فقہ,اردو شرح,مولانا عبد الرحیم قاسمیؒ,https://archive.org/download/DarjaAlSadisa6thYear/AlTarweehUrduSharhAlTaozeehWatTalweeh.pdf
1103,درسِ تلویح اردو شرح التوضیح والتلویح,درجہ خامسہ,اصول فقہ,اردو تقریر,مولانا محمد ظہورؒ,https://archive.org/download/DarjaAlSadisa6thYear/DarsETalweehUrduSharhAlTaozeehWatTalweeh.pdf
1104,معین الاصول (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ خامسہ,اصول فقہ,اصل کتاب,مولانا معین الدینؒ,https://archive.org/download/AlSadisah6thYear1/MueenUlUsoolAlBushraColor.pdf
1105,التوضیح فی حل غوامض التنقیح مع التلویح (المصباح ایڈیشن),درجہ سادسہ,اصول فقہ,اصل کتاب مع شرح,امام صدر الشریعۃ عبید اللہ بن مسعود المحبوبیؒ / علامہ سعد الدین تفتازانیؒ,https://archive.org/download/AlTaozeehWatTalweeh/AL%20TAOZEEH%20WAT%20TALWEEH%20AL%20MISBAH.pdf
1106,التوضیح والتلویح (جلد دوم - قدیمی کتب خانہ),درجہ خامسہ,اصول فقہ,اصل کتاب,امام صدر الشریعۃ عبید اللہ بن مسعود المحبوبیؒ / علامہ تفتازانیؒ,https://archive.org/download/AlTaozeehWatTalweeh/AL%20TAOZEEH%20WAT%20TALWEEH%20VOL%202-%20QADEMI.pdf
1107,الہدایہ (جلد سوم - مکتبۃ البشریٰ رنگین ایڈیشن),درجہ خامسہ,فقہ,اصل کتاب,امام برہان الدین علی بن ابی بکر المرغینانیؒ,https://archive.org/download/AlSadisah6thYear1/AlHidayahVol3AlBushraColor.pdf
1108,اشرف الہدایہ اردو شرح الہدایہ (جلد پنجم),درجہ خامسہ,فقہ,اردو شرح,مولانا مفتی اشرف علی قاسمیؒ,https://archive.org/download/darrs1/ASHRAF_UL_HIDAYAH_VOL_05.pdf
1109,احسن الہدایہ اردو شرح الہدایہ (جلد پنجم),درجہ خامسہ,فقہ,اردو شرح,مولانا عبد الحلیم قاسمیؒ,https://archive.org/download/DarjaAlSadisa6thYear/AhsanUlHidayaVol5UrduSharhAlHidaya.pdf
1110,عین الہدایہ اردو شرح الہدایہ (جلد پنجم),درجہ خامسہ,فقہ,اردو شرح,مولانا سید امیر علیؒ,https://archive.org/download/DarjaAlSadisa6thYear/AinUlHidayaUrduSharhAlHidayaVol5.pdf
1111,اثمار الہدایہ شرح الہدایہ (جلد ہفتم),درجہ خامسہ,فقہ,اردو شرح,مولانا سمیر الدین قاسمیؒ,https://archive.org/download/maulana-samiruddin-qasmi/ASMAAR_UL_HIDAYA_VOL_07.pdf
1112,اصولِ ہدایت (جلد دوم),درجہ خامسہ,فقہ,اردو شرح,مولانا عبد الرحمنؒ,https://archive.org/download/AlSadisah6thYear1/USOOL_E_HIDAYAH_VOL_02.pdf
1113,تشریح الہدایہ شرح الہدایہ (جلد دوم),درجہ خامسہ,فقہ,اردو شرح,مولانا مفتی محمد عبد اللہؒ,https://archive.org/download/DarsENizamiDarjaSabeaaMaoqoofAlai7thYear01/TASHREEH_UL_HIDAYA_VOL_02.pdf
1114,العقائد النسفیۃ مع الفوائد الامدادیۃ,درجہ خامسہ,عقائد,اصل کتاب مع حاشیہ,علامہ نجم الدین عمر النسفیؒ / مولانا امداد اللہؒ,https://archive.org/download/DarjaAlSadisa6thYear/AL-AQAID-UN-NASAFIA-AL-FAWAID-UL-IMDADIYA.pdf
1115,شرح العقائد النسفیۃ (علامہ سعد الدین التفتازانیؒ),درجہ خامسہ,عقائد,اصل کتاب,علامہ سعد الدین مسعود بن عمر التفتازانیؒ,https://archive.org/download/DarjaAlSadisa6thYear/SHARH_UL_AQAID.pdf
1116,النبراس شرح شرح العقائد (علامہ عبد العزیز الفرہاریؒ),درجہ خامسہ,عقائد,عربی شرح,علامہ عبد العزیز الفرہاریؒ,https://archive.org/download/BayanUlFawaid/Al%20Nibraas%20Arabic%20Sharh%20Sharh%20ul%20Aqaid.pdf
1117,الجواہر البہیۃ فی تراجم الحنفیۃ (جلد دوم),درجہ خامسہ,اخلاقیات,تاریخ و تراجم,علامہ عبد القادر بن محمد القرشی الحنفیؒ,https://archive.org/download/DarjaAlSadisa6thYear/AL-JAWAHIR-UL-BAHIYAH-VOL-02.pdf
1118,تفسیر جلالین (جلد اول - مکتبۃ البشریٰ رنگین ایڈیشن),درجہ سادسہ,تفسیر,اصل کتاب,امام جلال الدین المحلیؒ و امام جلال الدین السیوطیؒ,https://archive.org/download/AlSadisah6thYear1/TafseerUlJalalainVol1AlBushraColor.pdf
1119,تفسیر جلالین (جلد دوم - مکتبۃ البشریٰ رنگین ایڈیشن),درجہ سادسہ,تفسیر,اصل کتاب,امام جلال الدین المحلیؒ و امام جلال الدین السیوطیؒ,https://archive.org/download/AlSadisah6thYear1/TafseerUlJalalainVol2AlBushraColor.pdf
1120,تفسیر جلالین (جلد سوم - مکتبۃ البشریٰ رنگین ایڈیشن),درجہ سادسہ,تفسیر,اصل کتاب,امام جلال الدین المحلیؒ و امام جلال الدین السیوطیؒ,https://archive.org/download/AlSadisah6thYear1/TafseerUlJalalainVol3AlBushraColor.pdf
1121,المفصل فی شرح الجلالین,درجہ سادسہ,تفسیر,اردو شرح,مولانا مفصل الحقؒ,https://archive.org/download/besturdubooks3/Al-Mufassal-Jalalain---www.besturdubooks.wordpress.com.pdf
1122,تفسیر جمالین شرح جلالین (جلد اول),درجہ سادسہ,تفسیر,اردو شرح,مولانا محمد جمال بلند شہریؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEJamalainVol01.pdf
1123,تفسیر جمالین شرح جلالین (جلد دوم),درجہ سادسہ,تفسیر,اردو شرح,مولانا محمد جمال بلند شہریؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEJamalainVol02.pdf
1124,تفسیر جمالین شرح جلالین (جلد سوم),درجہ سادسہ,تفسیر,اردو شرح,مولانا محمد جمال بلند شہریؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEJamalainVol03.pdf
1125,تفسیر جمالین شرح جلالین (جلد چہارم),درجہ سادسہ,تفسیر,اردو شرح,مولانا محمد جمال بلند شہریؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEJamalainVol04.pdf
1126,تفسیر جمالین شرح جلالین (جلد پنجم),درجہ سادسہ,تفسیر,اردو شرح,مولانا محمد جمال بلند شہریؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEJamalainVol05.pdf
1127,تفسیر جمالین شرح جلالین (جلد ششم),درجہ سادسہ,تفسیر,اردو شرح,مولانا محمد جمال بلند شہریؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEJamalainVol06.pdf
1128,تفسیر کمالین شرح جلالین (جلد اول),درجہ سادسہ,تفسیر,اردو شرح,مولانا محمد سراج الدینؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEKamalainVol01.pdf
1129,تفسیر کمالین شرح جلالین (جلد دوم),درجہ سادسہ,تفسیر,اردو شرح,مولانا محمد سراج الدینؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEKamalainVol02.pdf
1130,تفسیر کمالین شرح جلالین (جلد سوم),درجہ سادسہ,تفسیر,اردو شرح,مولانا محمد سراج الدینؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEKamalainVol03.pdf
1131,تفسیر کمالین شرح جلالین (جلد چہارم),درجہ سادسہ,تفسیر,اردو شرح,مولانا محمد سراج الدینؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEKamalainVol04.pdf
1132,تفسیر کمالین شرح جلالین (جلد پنجم),درجہ سادسہ,تفسیر,اردو شرح,مولانا محمد سراج الدینؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEKamalainVol05.pdf
1133,تفسیر کمالین شرح جلالین (جلد ششم و ہفتم - مکمل),درجہ سادسہ,تفسیر,اردو شرح,مولانا محمد سراج الدینؒ,https://archive.org/download/AlSadisah6thYear1/TafseerEKamalainVol06-07.pdf
1134,مقبولین شرح جلالین (جلد دوم),درجہ سادسہ,تفسیر,اردو شرح,مولانا مقبول احمد قاسمیؒ,https://archive.org/download/AlSadisah6thYear1/MAQBOOLAIN_SHARH_JALALAIN_VOL_02.pdf
1135,تسہیل الجلالین اردو شرح تفسیر جلالین (جلد اول),درجہ سادسہ,تفسیر,اردو شرح,مولانا عاشق الٰہی بلند شہریؒ,https://archive.org/download/darrs2/TASHEEL_UL_JALALAIN_VOL_01.pdf
1136,الفوز الکبیر فی اصول التفسیر (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ سادسہ,تفسیر,اصول تفسیر,امام الہند شاہ ولی اللہ دہلویؒ,https://archive.org/download/AlSadisah6thYear1/AlFaozUlKabeerAlBushraColor.pdf
1137,مسند ابی حنیفہؒ,درجہ سادسہ,حدیث,اصل کتاب,امام ابو حنیفہ نعمان بن ثابتؒ,https://archive.org/download/besturdubooks3/Musnad-Abi-Hanifa.pdf
1138,مسند الامام الاعظم (اردو ترجمہ),درجہ سادسہ,حدیث,اردو ترجمہ,امام ابو حنیفہ نعمان بن ثابتؒ,https://archive.org/download/Besturdubooks1/Musnad-e-Imam-Azam.pdf
1139,شرح مسند الامام الاعظم (ملا علی قاریؒ),درجہ سادسہ,حدیث,عربی شرح,علامہ ملا علی القاریؒ,https://archive.org/download/SharhMusnadImamAzamMullaAliQari/Sharh-Musnad-Imam-Azam-Mulla-Ali-Qari.pdf
1140,درسِ مسند الامام الاعظم اردو شرح,درجہ سادسہ,حدیث,اردو شرح,مولانا مفتی عبد الرؤف سکھرویؒ,https://archive.org/download/DarjaAlSadisa6thYear/DARS-E-MUSNAD-E-IMAM-AZAM.pdf
